Time,Source,Destination,Protocol,Length,Label
1.717401,10.0.0.1,10.0.0.6,TCP,65226,0
1.823872,10.0.0.1,10.0.0.6,TCP,65226,0
1.932879,10.0.0.2,10.0.0.6,TCP,66,0
1.933132,10.0.0.1,10.0.0.6,TCP,65226,0
2.042029,10.0.0.2,10.0.0.6,TCP,126,0
2.042199,10.0.0.2,10.0.0.6,TCP,1514,0
2.044668,10.0.0.2,10.0.0.6,TCP,1514,0
2.047023,10.0.0.2,10.0.0.6,TCP,2962,0
2.051875,10.0.0.2,10.0.0.6,TCP,2962,0
2.056863,10.0.0.1,10.0.0.6,TCP,65226,0
2.165811,10.0.0.1,10.0.0.6,TCP,65226,0
2.275028,10.0.0.2,10.0.0.6,TCP,66,0
2.275035,10.0.0.2,10.0.0.6,TCP,2962,0
2.279706,10.0.0.2,10.0.0.6,TCP,2962,0
2.284526,10.0.0.1,10.0.0.6,TCP,65226,0
2.393551,10.0.0.1,10.0.0.6,TCP,65226,0
2.50254,10.0.0.2,10.0.0.6,TCP,2962,0
2.507408,10.0.0.2,10.0.0.6,TCP,2962,0
2.512562,10.0.0.1,10.0.0.6,TCP,65226,0
2.621248,10.0.0.1,10.0.0.6,TCP,65226,0
2.73025,10.0.0.2,10.0.0.6,TCP,2962,0
2.735099,10.0.0.2,10.0.0.6,TCP,2962,0
2.739945,10.0.0.1,10.0.0.6,TCP,65226,0
2.848982,10.0.0.1,10.0.0.6,TCP,65226,0
2.957992,10.0.0.2,10.0.0.6,TCP,2962,0
2.96316,10.0.0.2,10.0.0.6,TCP,2962,0
2.967728,10.0.0.1,10.0.0.6,TCP,65226,0
3.038794,10.0.0.11,10.0.0.6,TCP,74,0
3.04219,10.0.0.11,10.0.0.6,TCP,2962,0
3.046926,10.0.0.11,10.0.0.6,TCP,2962,0
3.05308,10.0.0.11,10.0.0.6,TCP,2962,0
3.054411,10.0.0.11,10.0.0.6,TCP,66,0
3.054416,10.0.0.11,10.0.0.6,TCP,126,0
3.055075,10.0.0.11,10.0.0.6,TCP,1514,0
3.05579,10.0.0.11,10.0.0.6,TCP,1514,0
3.057781,10.0.0.11,10.0.0.6,TCP,126,0
3.057789,10.0.0.11,10.0.0.6,TCP,1514,0
3.059075,10.0.0.11,10.0.0.6,TCP,1514,0
3.061451,10.0.0.11,10.0.0.6,TCP,66,0
3.061529,10.0.0.11,10.0.0.6,TCP,1514,0
3.064063,10.0.0.11,10.0.0.6,TCP,1514,0
3.066904,10.0.0.11,10.0.0.6,TCP,2962,0
3.071269,10.0.0.11,10.0.0.6,TCP,2962,0
3.076097,10.0.0.11,10.0.0.6,TCP,2962,0
3.077249,10.0.0.1,10.0.0.6,TCP,65226,0
3.131752,10.0.0.11,10.0.0.6,TCP,2962,0
3.134186,10.0.0.11,10.0.0.6,TCP,2962,0
3.136598,10.0.0.11,10.0.0.6,TCP,2962,0
3.139026,10.0.0.11,10.0.0.6,TCP,1514,0
3.140236,10.0.0.11,10.0.0.6,TCP,2962,0
3.142664,10.0.0.11,10.0.0.6,TCP,2962,0
3.146305,10.0.0.11,10.0.0.6,TCP,2962,0
3.151121,10.0.0.11,10.0.0.6,TCP,2962,0
3.155957,10.0.0.11,10.0.0.6,TCP,2962,0
3.160826,10.0.0.11,10.0.0.6,TCP,2962,0
3.165658,10.0.0.11,10.0.0.6,TCP,2962,0
3.170476,10.0.0.11,10.0.0.6,TCP,1514,0
3.173158,10.0.0.11,10.0.0.6,TCP,2962,0
3.177844,10.0.0.11,10.0.0.6,TCP,2962,0
3.182608,10.0.0.11,10.0.0.6,TCP,2962,0
3.185654,10.0.0.2,10.0.0.6,TCP,1514,0
3.187443,10.0.0.11,10.0.0.6,TCP,2962,0
3.188593,10.0.0.2,10.0.0.6,TCP,2962,0
3.1923,10.0.0.11,10.0.0.6,TCP,4410,0
3.194657,10.0.0.2,10.0.0.6,TCP,2962,0
3.197774,10.0.0.1,10.0.0.6,TCP,65226,0
3.251612,10.0.0.11,10.0.0.6,TCP,4410,0
3.255229,10.0.0.11,10.0.0.6,TCP,1514,0
3.256431,10.0.0.11,10.0.0.6,TCP,5858,0
3.261282,10.0.0.11,10.0.0.6,TCP,5858,0
3.271022,10.0.0.11,10.0.0.6,TCP,4410,0
3.278274,10.0.0.11,10.0.0.6,TCP,1514,0
3.280636,10.0.0.11,10.0.0.6,TCP,4410,0
3.287936,10.0.0.11,10.0.0.6,TCP,5858,0
3.297779,10.0.0.11,10.0.0.6,TCP,5858,0
3.306783,10.0.0.1,10.0.0.6,TCP,65226,0
3.360027,10.0.0.11,10.0.0.6,TCP,5858,0
3.364868,10.0.0.11,10.0.0.6,TCP,4410,0
3.368497,10.0.0.11,10.0.0.6,TCP,5858,0
3.373554,10.0.0.11,10.0.0.6,TCP,4410,0
3.376988,10.0.0.11,10.0.0.6,TCP,1514,0
3.37871,10.0.0.11,10.0.0.6,TCP,2962,0
3.380628,10.0.0.11,10.0.0.6,TCP,2962,0
3.383394,10.0.0.11,10.0.0.6,TCP,2962,0
3.388443,10.0.0.11,10.0.0.6,TCP,4410,0
3.396017,10.0.0.11,10.0.0.6,TCP,4410,0
3.402673,10.0.0.11,10.0.0.6,TCP,2962,0
3.407577,10.0.0.11,10.0.0.6,TCP,2962,0
3.412331,10.0.0.11,10.0.0.6,TCP,2962,0
3.415791,10.0.0.2,10.0.0.6,TCP,2962,0
3.417279,10.0.0.11,10.0.0.6,TCP,4410,0
3.420629,10.0.0.2,10.0.0.6,TCP,2962,0
3.42446,10.0.0.11,10.0.0.6,TCP,4410,0
3.427081,10.0.0.1,10.0.0.6,TCP,65226,0
3.481468,10.0.0.11,10.0.0.6,TCP,4410,0
3.48506,10.0.0.11,10.0.0.6,TCP,4410,0
3.488642,10.0.0.11,10.0.0.6,TCP,2962,0
3.491221,10.0.0.11,10.0.0.6,TCP,1514,0
3.492238,10.0.0.11,10.0.0.6,TCP,2962,0
3.494681,10.0.0.11,10.0.0.6,TCP,1514,0
3.495894,10.0.0.11,10.0.0.6,TCP,2962,0
3.498443,10.0.0.11,10.0.0.6,TCP,2962,0
3.503302,10.0.0.11,10.0.0.6,TCP,2962,0
3.508132,10.0.0.11,10.0.0.6,TCP,4410,0
3.515955,10.0.0.11,10.0.0.6,TCP,4410,0
3.522739,10.0.0.11,10.0.0.6,TCP,4410,0
3.52994,10.0.0.11,10.0.0.6,TCP,4410,0
3.534487,10.0.0.1,10.0.0.6,TCP,65226,0
3.587996,10.0.0.11,10.0.0.6,TCP,4410,0
3.591759,10.0.0.11,10.0.0.6,TCP,1514,0
3.592576,10.0.0.11,10.0.0.6,TCP,4410,0
3.596205,10.0.0.11,10.0.0.6,TCP,4410,0
3.60287,10.0.0.11,10.0.0.6,TCP,2962,0
3.60741,10.0.0.11,10.0.0.6,TCP,1514,0
3.60989,10.0.0.11,10.0.0.6,TCP,2962,0
3.615051,10.0.0.11,10.0.0.6,TCP,2962,0
3.619572,10.0.0.11,10.0.0.6,TCP,4410,0
3.626935,10.0.0.11,10.0.0.6,TCP,4410,0
3.634078,10.0.0.11,10.0.0.6,TCP,4410,0
3.641722,10.0.0.11,10.0.0.6,TCP,4410,0
3.644172,10.0.0.2,10.0.0.6,TCP,2962,0
3.648334,10.0.0.2,10.0.0.6,TCP,2962,0
3.649501,10.0.0.11,10.0.0.6,TCP,4410,0
3.653178,10.0.0.1,10.0.0.6,TCP,65226,0
3.707629,10.0.0.11,10.0.0.6,TCP,4410,0
3.711276,10.0.0.11,10.0.0.6,TCP,4410,0
3.715252,10.0.0.11,10.0.0.6,TCP,4410,0
3.71882,10.0.0.11,10.0.0.6,TCP,2962,0
3.720962,10.0.0.11,10.0.0.6,TCP,1514,0
3.722439,10.0.0.11,10.0.0.6,TCP,2962,0
3.724572,10.0.0.11,10.0.0.6,TCP,2962,0
3.729653,10.0.0.11,10.0.0.6,TCP,2962,0
3.73431,10.0.0.11,10.0.0.6,TCP,2962,0
3.739151,10.0.0.11,10.0.0.6,TCP,2962,0
3.744001,10.0.0.11,10.0.0.6,TCP,2962,0
3.748806,10.0.0.11,10.0.0.6,TCP,4410,0
3.756085,10.0.0.11,10.0.0.6,TCP,4410,0
3.762195,10.0.0.1,10.0.0.6,TCP,65226,0
3.815556,10.0.0.11,10.0.0.6,TCP,4410,0
3.81906,10.0.0.11,10.0.0.6,TCP,4410,0
3.822703,10.0.0.11,10.0.0.6,TCP,4410,0
3.826341,10.0.0.11,10.0.0.6,TCP,2962,0
3.828745,10.0.0.11,10.0.0.6,TCP,1514,0
3.829965,10.0.0.11,10.0.0.6,TCP,2962,0
3.832495,10.0.0.11,10.0.0.6,TCP,2962,0
3.837344,10.0.0.11,10.0.0.6,TCP,2962,0
3.842227,10.0.0.11,10.0.0.6,TCP,2962,0
3.847068,10.0.0.11,10.0.0.6,TCP,2962,0
3.851873,10.0.0.11,10.0.0.6,TCP,2962,0
3.856732,10.0.0.11,10.0.0.6,TCP,4410,0
3.864012,10.0.0.11,10.0.0.6,TCP,4410,0
3.871231,10.0.0.2,10.0.0.6,TCP,2962,0
3.87239,10.0.0.11,10.0.0.6,TCP,1514,0
3.873766,10.0.0.11,10.0.0.6,TCP,4410,0
3.877305,10.0.0.2,10.0.0.6,TCP,1514,0
3.880035,10.0.0.2,10.0.0.6,TCP,2962,0
3.881386,10.0.0.11,10.0.0.6,TCP,4410,0
3.884821,10.0.0.1,10.0.0.6,TCP,65226,0
3.939331,10.0.0.11,10.0.0.6,TCP,4410,0
3.942989,10.0.0.11,10.0.0.6,TCP,4410,0
3.9466,10.0.0.11,10.0.0.6,TCP,4410,0
3.950224,10.0.0.11,10.0.0.6,TCP,2962,0
3.952697,10.0.0.11,10.0.0.6,TCP,1514,0
3.95423,10.0.0.11,10.0.0.6,TCP,2962,0
3.956281,10.0.0.11,10.0.0.6,TCP,2962,0
3.961457,10.0.0.11,10.0.0.6,TCP,2962,0
3.96606,10.0.0.11,10.0.0.6,TCP,2962,0
3.971339,10.0.0.11,10.0.0.6,TCP,2962,0
3.975708,10.0.0.11,10.0.0.6,TCP,4410,0
3.983418,10.0.0.11,10.0.0.6,TCP,4410,0
3.990207,10.0.0.11,10.0.0.6,TCP,4410,0
3.992585,10.0.0.1,10.0.0.6,TCP,65226,0
4.04708,10.0.0.11,10.0.0.6,TCP,4410,0
4.050745,10.0.0.11,10.0.0.6,TCP,4410,0
4.054402,10.0.0.11,10.0.0.6,TCP,2962,0
4.056916,10.0.0.11,10.0.0.6,TCP,4410,0
4.060431,10.0.0.11,10.0.0.6,TCP,2962,0
4.063173,10.0.0.11,10.0.0.6,TCP,1514,0
4.064022,10.0.0.11,10.0.0.6,TCP,2962,0
4.068857,10.0.0.11,10.0.0.6,TCP,2962,0
4.073967,10.0.0.11,10.0.0.6,TCP,2962,0
4.078625,10.0.0.11,10.0.0.6,TCP,2962,0
4.083793,10.0.0.11,10.0.0.6,TCP,2962,0
4.088249,10.0.0.11,10.0.0.6,TCP,4410,0
4.095602,10.0.0.11,10.0.0.6,TCP,4410,0
4.101334,10.0.0.2,10.0.0.6,TCP,2962,0
4.102788,10.0.0.11,10.0.0.6,TCP,4410,0
4.106168,10.0.0.2,10.0.0.6,TCP,2962,0
4.110168,10.0.0.11,10.0.0.6,TCP,4410,0
4.112556,10.0.0.1,10.0.0.6,TCP,65226,0
4.167043,10.0.0.11,10.0.0.6,TCP,4410,0
4.170665,10.0.0.11,10.0.0.6,TCP,4410,0
4.190004,10.0.0.11,10.0.0.6,TCP,4410,0
4.192374,10.0.0.11,10.0.0.6,TCP,2962,0
4.194796,10.0.0.11,10.0.0.6,TCP,1514,0
4.19603,10.0.0.11,10.0.0.6,TCP,2962,0
4.198419,10.0.0.12,10.0.0.6,TCP,74,0
4.199293,10.0.0.11,10.0.0.6,TCP,2962,0
4.200911,10.0.0.11,10.0.0.6,TCP,1514,0
4.202659,10.0.0.11,10.0.0.6,TCP,2962,0
4.207671,10.0.0.11,10.0.0.6,TCP,2962,0
4.212574,10.0.0.12,10.0.0.6,TCP,66,0
4.212587,10.0.0.12,10.0.0.6,TCP,126,0
4.213007,10.0.0.12,10.0.0.6,TCP,1514,0
4.215309,10.0.0.12,10.0.0.6,TCP,1514,0
4.217515,10.0.0.12,10.0.0.6,TCP,1514,0
4.220025,10.0.0.1,10.0.0.6,TCP,65226,0
4.273262,10.0.0.12,10.0.0.6,TCP,1514,0
4.27447,10.0.0.12,10.0.0.6,TCP,2962,0
4.276911,10.0.0.11,10.0.0.6,TCP,2962,0
4.279318,10.0.0.12,10.0.0.6,TCP,2962,0
4.281733,10.0.0.11,10.0.0.6,TCP,2962,0
4.284161,10.0.0.12,10.0.0.6,TCP,66,0
4.284208,10.0.0.12,10.0.0.6,TCP,1514,0
4.285425,10.0.0.12,10.0.0.6,TCP,2962,0
4.287842,10.0.0.11,10.0.0.6,TCP,2962,0
4.29027,10.0.0.11,10.0.0.6,TCP,4410,0
4.293919,10.0.0.12,10.0.0.6,TCP,2962,0
4.296329,10.0.0.12,10.0.0.6,TCP,2962,0
4.301039,10.0.0.11,10.0.0.6,TCP,2962,0
4.305905,10.0.0.11,10.0.0.6,TCP,1514,0
4.308413,10.0.0.11,10.0.0.6,TCP,2962,0
4.313229,10.0.0.12,10.0.0.6,TCP,2962,0
4.318016,10.0.0.12,10.0.0.6,TCP,2962,0
4.322878,10.0.0.11,10.0.0.6,TCP,2962,0
4.327774,10.0.0.11,10.0.0.6,TCP,2962,0
4.32904,10.0.0.2,10.0.0.6,TCP,2962,0
4.332548,10.0.0.12,10.0.0.6,TCP,2962,0
4.333883,10.0.0.2,10.0.0.6,TCP,2962,0
4.337382,10.0.0.12,10.0.0.6,TCP,2962,0
4.338716,10.0.0.1,10.0.0.6,TCP,65226,0
4.393181,10.0.0.11,10.0.0.6,TCP,2962,0
4.395568,10.0.0.11,10.0.0.6,TCP,2962,0
4.398188,10.0.0.12,10.0.0.6,TCP,2962,0
4.4004,10.0.0.12,10.0.0.6,TCP,2962,0
4.402839,10.0.0.11,10.0.0.6,TCP,2962,0
4.405364,10.0.0.11,10.0.0.6,TCP,2962,0
4.407967,10.0.0.12,10.0.0.6,TCP,2962,0
4.410085,10.0.0.12,10.0.0.6,TCP,2962,0
4.412593,10.0.0.11,10.0.0.6,TCP,2962,0
4.414972,10.0.0.11,10.0.0.6,TCP,2962,0
4.419823,10.0.0.12,10.0.0.6,TCP,2962,0
4.424688,10.0.0.12,10.0.0.6,TCP,2962,0
4.429564,10.0.0.11,10.0.0.6,TCP,2962,0
4.434726,10.0.0.11,10.0.0.6,TCP,2962,0
4.439414,10.0.0.12,10.0.0.6,TCP,2962,0
4.444142,10.0.0.12,10.0.0.6,TCP,1514,0
4.446601,10.0.0.12,10.0.0.6,TCP,2962,0
4.447755,10.0.0.1,10.0.0.6,TCP,65226,0
4.502461,10.0.0.11,10.0.0.6,TCP,2962,0
4.504685,10.0.0.11,10.0.0.6,TCP,2962,0
4.507132,10.0.0.12,10.0.0.6,TCP,2962,0
4.509686,10.0.0.12,10.0.0.6,TCP,2962,0
4.511973,10.0.0.11,10.0.0.6,TCP,2962,0
4.514812,10.0.0.11,10.0.0.6,TCP,1514,0
4.515582,10.0.0.11,10.0.0.6,TCP,2962,0
4.518387,10.0.0.12,10.0.0.6,TCP,2962,0
4.520422,10.0.0.12,10.0.0.6,TCP,2962,0
4.523032,10.0.0.11,10.0.0.6,TCP,2962,0
4.526729,10.0.0.11,10.0.0.6,TCP,2962,0
4.531812,10.0.0.12,10.0.0.6,TCP,2962,0
4.536385,10.0.0.12,10.0.0.6,TCP,2962,0
4.54152,10.0.0.11,10.0.0.6,TCP,2962,0
4.546221,10.0.0.11,10.0.0.6,TCP,2962,0
4.551296,10.0.0.12,10.0.0.6,TCP,1514,0
4.553393,10.0.0.12,10.0.0.6,TCP,2962,0
4.556738,10.0.0.2,10.0.0.6,TCP,2962,0
4.558146,10.0.0.12,10.0.0.6,TCP,2962,0
4.561593,10.0.0.2,10.0.0.6,TCP,2962,0
4.563181,10.0.0.11,10.0.0.6,TCP,2962,0
4.566726,10.0.0.1,10.0.0.6,TCP,65226,0
4.619968,10.0.0.11,10.0.0.6,TCP,2962,0
4.622712,10.0.0.12,10.0.0.6,TCP,2962,0
4.624815,10.0.0.12,10.0.0.6,TCP,2962,0
4.627397,10.0.0.11,10.0.0.6,TCP,2962,0
4.629661,10.0.0.11,10.0.0.6,TCP,2962,0
4.63207,10.0.0.12,10.0.0.6,TCP,2962,0
4.634507,10.0.0.12,10.0.0.6,TCP,2962,0
4.637086,10.0.0.11,10.0.0.6,TCP,2962,0
4.639675,10.0.0.11,10.0.0.6,TCP,2962,0
4.641807,10.0.0.12,10.0.0.6,TCP,2962,0
4.646979,10.0.0.12,10.0.0.6,TCP,1514,0
4.648996,10.0.0.12,10.0.0.6,TCP,2962,0
4.654104,10.0.0.11,10.0.0.6,TCP,2962,0
4.658764,10.0.0.11,10.0.0.6,TCP,2962,0
4.663696,10.0.0.12,10.0.0.6,TCP,2962,0
4.668383,10.0.0.12,10.0.0.6,TCP,2962,0
4.673232,10.0.0.11,10.0.0.6,TCP,2962,0
4.675442,10.0.0.1,10.0.0.6,TCP,65226,0
4.729062,10.0.0.11,10.0.0.6,TCP,2962,0
4.731313,10.0.0.12,10.0.0.6,TCP,2962,0
4.733742,10.0.0.12,10.0.0.6,TCP,2962,0
4.736159,10.0.0.11,10.0.0.6,TCP,2962,0
4.738575,10.0.0.11,10.0.0.6,TCP,2962,0
4.741004,10.0.0.12,10.0.0.6,TCP,2962,0
4.74349,10.0.0.12,10.0.0.6,TCP,2962,0
4.745995,10.0.0.11,10.0.0.6,TCP,2962,0
4.748279,10.0.0.11,10.0.0.6,TCP,2962,0
4.75089,10.0.0.12,10.0.0.6,TCP,1514,0
4.753704,10.0.0.12,10.0.0.6,TCP,2962,0
4.758325,10.0.0.12,10.0.0.6,TCP,2962,0
4.763012,10.0.0.11,10.0.0.6,TCP,2962,0
4.768084,10.0.0.11,10.0.0.6,TCP,2962,0
4.772676,10.0.0.12,10.0.0.6,TCP,2962,0
4.777519,10.0.0.12,10.0.0.6,TCP,2962,0
4.782479,10.0.0.11,10.0.0.6,TCP,2962,0
4.784507,10.0.0.2,10.0.0.6,TCP,1514,0
4.786865,10.0.0.2,10.0.0.6,TCP,2962,0
4.788026,10.0.0.11,10.0.0.6,TCP,1514,0
4.790138,10.0.0.11,10.0.0.6,TCP,2962,0
4.791728,10.0.0.2,10.0.0.6,TCP,2962,0
4.794999,10.0.0.12,10.0.0.6,TCP,2962,0
4.796562,10.0.0.1,10.0.0.6,TCP,65226,0
4.851011,10.0.0.12,10.0.0.6,TCP,2962,0
4.853505,10.0.0.11,10.0.0.6,TCP,2962,0
4.855845,10.0.0.11,10.0.0.6,TCP,2962,0
4.858315,10.0.0.12,10.0.0.6,TCP,2962,0
4.860741,10.0.0.12,10.0.0.6,TCP,1514,0
4.861939,10.0.0.12,10.0.0.6,TCP,2962,0
4.86433,10.0.0.11,10.0.0.6,TCP,2962,0
4.866816,10.0.0.11,10.0.0.6,TCP,2962,0
4.869194,10.0.0.12,10.0.0.6,TCP,2962,0
4.871959,10.0.0.12,10.0.0.6,TCP,2962,0
4.875685,10.0.0.11,10.0.0.6,TCP,2962,0
4.880081,10.0.0.11,10.0.0.6,TCP,2962,0
4.884939,10.0.0.12,10.0.0.6,TCP,2962,0
4.889927,10.0.0.12,10.0.0.6,TCP,2962,0
4.894655,10.0.0.11,10.0.0.6,TCP,2962,0
4.899721,10.0.0.11,10.0.0.6,TCP,2962,0
4.904321,10.0.0.12,10.0.0.6,TCP,2962,0
4.90557,10.0.0.1,10.0.0.6,TCP,65226,0
4.960041,10.0.0.12,10.0.0.6,TCP,2962,0
4.962477,10.0.0.11,10.0.0.6,TCP,2962,0
4.964838,10.0.0.11,10.0.0.6,TCP,2962,0
4.967279,10.0.0.12,10.0.0.6,TCP,1514,0
4.968582,10.0.0.12,10.0.0.6,TCP,2962,0
4.971158,10.0.0.12,10.0.0.6,TCP,2962,0
4.973309,10.0.0.11,10.0.0.6,TCP,2962,0
4.975884,10.0.0.11,10.0.0.6,TCP,2962,0
4.97841,10.0.0.12,10.0.0.6,TCP,2962,0
4.980648,10.0.0.12,10.0.0.6,TCP,2962,0
4.983066,10.0.0.11,10.0.0.6,TCP,2962,0
4.986827,10.0.0.11,10.0.0.6,TCP,2962,0
4.991566,10.0.0.12,10.0.0.6,TCP,2962,0
4.996412,10.0.0.12,10.0.0.6,TCP,2962,0
5.001623,10.0.0.11,10.0.0.6,TCP,2962,0
5.006355,10.0.0.11,10.0.0.6,TCP,2962,0
5.011189,10.0.0.12,10.0.0.6,TCP,2962,0
5.014791,10.0.0.2,10.0.0.6,TCP,2962,0
5.015941,10.0.0.12,10.0.0.6,TCP,1514,0
5.018473,10.0.0.12,10.0.0.6,TCP,2962,0
5.019704,10.0.0.2,10.0.0.6,TCP,2962,0
5.023165,10.0.0.11,10.0.0.6,TCP,2962,0
5.024477,10.0.0.1,10.0.0.6,TCP,65226,0
5.079243,10.0.0.11,10.0.0.6,TCP,2962,0
5.081402,10.0.0.12,10.0.0.6,TCP,2962,0
5.083837,10.0.0.12,10.0.0.6,TCP,2962,0
5.08625,10.0.0.11,10.0.0.6,TCP,2962,0
5.088667,10.0.0.11,10.0.0.6,TCP,2962,0
5.091394,10.0.0.12,10.0.0.6,TCP,2962,0
5.093516,10.0.0.12,10.0.0.6,TCP,2962,0
5.095927,10.0.0.11,10.0.0.6,TCP,2962,0
5.098488,10.0.0.11,10.0.0.6,TCP,1514,0
5.099606,10.0.0.11,10.0.0.6,TCP,2962,0
5.103506,10.0.0.12,10.0.0.6,TCP,2962,0
5.108717,10.0.0.12,10.0.0.6,TCP,2962,0
5.113277,10.0.0.11,10.0.0.6,TCP,2962,0
5.118031,10.0.0.11,10.0.0.6,TCP,2962,0
5.122895,10.0.0.12,10.0.0.6,TCP,1514,0
5.126173,10.0.0.12,10.0.0.6,TCP,2962,0
5.132444,10.0.0.12,10.0.0.6,TCP,2962,0
5.13359,10.0.0.1,10.0.0.6,TCP,65226,0
5.188109,10.0.0.11,10.0.0.6,TCP,2962,0
5.190517,10.0.0.11,10.0.0.6,TCP,2962,0
5.192998,10.0.0.12,10.0.0.6,TCP,2962,0
5.195629,10.0.0.12,10.0.0.6,TCP,2962,0
5.198018,10.0.0.11,10.0.0.6,TCP,2962,0
5.200205,10.0.0.11,10.0.0.6,TCP,2962,0
5.202746,10.0.0.12,10.0.0.6,TCP,2962,0
5.205051,10.0.0.12,10.0.0.6,TCP,2962,0
5.207486,10.0.0.11,10.0.0.6,TCP,2962,0
5.210151,10.0.0.11,10.0.0.6,TCP,2962,0
5.214865,10.0.0.12,10.0.0.6,TCP,2962,0
5.219694,10.0.0.12,10.0.0.6,TCP,2962,0
5.224437,10.0.0.11,10.0.0.6,TCP,2962,0
5.229275,10.0.0.11,10.0.0.6,TCP,2962,0
5.23417,10.0.0.12,10.0.0.6,TCP,2962,0
5.239289,10.0.0.12,10.0.0.6,TCP,2962,0
5.242417,10.0.0.2,10.0.0.6,TCP,2962,0
5.243815,10.0.0.11,10.0.0.6,TCP,2962,0
5.247245,10.0.0.2,10.0.0.6,TCP,2962,0
5.248693,10.0.0.11,10.0.0.6,TCP,2962,0
5.251967,10.0.0.1,10.0.0.6,TCP,65226,0
5.305776,10.0.0.12,10.0.0.6,TCP,2962,0
5.308017,10.0.0.12,10.0.0.6,TCP,2962,0
5.310491,10.0.0.11,10.0.0.6,TCP,2962,0
5.312628,10.0.0.11,10.0.0.6,TCP,2962,0
5.315199,10.0.0.12,10.0.0.6,TCP,2962,0
5.317691,10.0.0.12,10.0.0.6,TCP,2962,0
5.319877,10.0.0.11,10.0.0.6,TCP,2962,0
5.322348,10.0.0.11,10.0.0.6,TCP,2962,0
5.324726,10.0.0.12,10.0.0.6,TCP,2962,0
5.327675,10.0.0.12,10.0.0.6,TCP,2962,0
5.3324,10.0.0.11,10.0.0.6,TCP,2962,0
5.337275,10.0.0.11,10.0.0.6,TCP,2962,0
5.342087,10.0.0.12,10.0.0.6,TCP,2962,0
5.347151,10.0.0.12,10.0.0.6,TCP,2962,0
5.351772,10.0.0.11,10.0.0.6,TCP,2962,0
5.356622,10.0.0.11,10.0.0.6,TCP,2962,0
5.360992,10.0.0.1,10.0.0.6,TCP,65226,0
5.414231,10.0.0.12,10.0.0.6,TCP,2962,0
5.416701,10.0.0.12,10.0.0.6,TCP,2962,0
5.419421,10.0.0.11,10.0.0.6,TCP,2962,0
5.421532,10.0.0.11,10.0.0.6,TCP,1514,0
5.422706,10.0.0.11,10.0.0.6,TCP,2962,0
5.425139,10.0.0.12,10.0.0.6,TCP,2962,0
5.42763,10.0.0.12,10.0.0.6,TCP,2962,0
5.430112,10.0.0.11,10.0.0.6,TCP,2962,0
5.432411,10.0.0.11,10.0.0.6,TCP,2962,0
5.434855,10.0.0.12,10.0.0.6,TCP,2962,0
5.43733,10.0.0.12,10.0.0.6,TCP,2962,0
5.440864,10.0.0.11,10.0.0.6,TCP,2962,0
5.44572,10.0.0.11,10.0.0.6,TCP,2962,0
5.450751,10.0.0.12,10.0.0.6,TCP,2962,0
5.455424,10.0.0.12,10.0.0.6,TCP,2962,0
5.460263,10.0.0.11,10.0.0.6,TCP,2962,0
5.4651,10.0.0.11,10.0.0.6,TCP,2962,0
5.469938,10.0.0.12,10.0.0.6,TCP,2962,0
5.47124,10.0.0.2,10.0.0.6,TCP,2962,0
5.474904,10.0.0.2,10.0.0.6,TCP,1514,0
5.474911,10.0.0.12,10.0.0.6,TCP,2962,0
